<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: food-demand.csv>index,external_ingredient_id,v22_13_external_name,v22_5_canonical_labels,v22_5_original_labels,external_exactness_tier,map_state,familyfoodos_food_code,mapping_confidence,candidate_recipe_count,candidate_recipe_ids,candidate_row_count,candidate_input_mass_g,simple_candidate_recipe_count,simple_candidate_recipe_ids,semantic_compatibility_status,accepted_identity_mapping_status,current_profile_presence_status,profile_suitability_for_recipe_form,authority_source_candidate,authority_record_candidate,authority_assignment_status,authority_search_strategy,rights_status,production_ready,proposed_dc2_batch
33,ING-0055,Сыр российский (proxy для твердого сыра),Сыр твердый,Сыр | Сыр тертый,C_PROXY,NEW_FOOD_CANDIDATE,,MEDIUM,2,USSR82-282 | USSR82-463,4,60.0,0,,V22_5_V22_13_LABEL_DIFFERENCE_REVIEW_REQUIRED,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_IDENTITY_SEMANTICS_BEFORE_AUTHORITY,RESOLVE_IDENTITY_SEMANTICS_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_IDENTITY_REVIEW,NO,DC2-C_IDENTITY_FORM_REVIEW
34,ING-0056,Творог полужирный,Творог 9%,Творог,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,3,USSR82-418 | USSR82-492 | USSR82-499,3,350.0,0,,V22_5_V22_13_LABEL_DIFFERENCE_REVIEW_REQUIRED,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_IDENTITY_SEMANTICS_BEFORE_AUTHORITY,RESOLVE_IDENTITY_SEMANTICS_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_IDENTITY_REVIEW,NO,DC2-C_IDENTITY_FORM_REVIEW
35,ING-0058,Томат свежий,Томат свежий,Помидоры | Помидоры свежие,A_REFERENCE,ALIAS_EXISTING,TOMATO,HIGH,4,USSR82-287 | USSR82-374 | USSR82-58 | USSR82-59,5,1164.0,2,USSR82-58 | USSR82-59,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:1999634@2026-04-30:Foundation,1999634.0,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
36,ING-0063,Хлеб пшеничный из муки высшего сорта,Хлеб пшеничный,Хлеб пшеничный,A_REFERENCE,FORM_SPLIT_CANDIDATE,,HIGH,4,USSR82-322 | USSR82-658 | USSR82-720 | USSR82-732,4,93.0,0,,V22_5_V22_13_LABEL_DIFFERENCE_REVIEW_REQUIRED,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_IDENTITY_SEMANTICS_BEFORE_AUTHORITY,RESOLVE_IDENTITY_SEMANTICS_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_IDENTITY_REVIEW,NO,DC2-C_IDENTITY_FORM_REVIEW
37,ING-0064,"Хлопья овсяные ""Геркулес""",Хлопья овсяные Геркулес,"Хлопья овсяные ""Геркулес"" | Хлопья овсяные Геркулес",A_REFERENCE,ALIAS_EXISTING,OATS_ROLLED,HIGH,2,USSR82-259 | USSR82-413,6,323.0,0,,V22_5_V22_13_LABEL_DIFFERENCE_REVIEW_REQUIRED,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:2346396@2026-04-30:Foundation,2346396.0,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
38,ING-0066,Чернослив,Чернослив,Чернослив,B_REFERENCE,FORM_SPLIT_CANDIDATE,,HIGH,4,USSR82-317 | USSR82-346 | USSR82-351 | USSR82-413,12,800.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
39,ING-0069,Жир кулинарный,Шпик,Шпик,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,2,USSR82-460 | USSR82-469,6,188.0,0,,V22_5_V22_13_LABEL_DIFFERENCE_REVIEW_REQUIRED,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_IDENTITY_SEMANTICS_BEFORE_AUTHORITY,RESOLVE_IDENTITY_SEMANTICS_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_IDENTITY_REVIEW,NO,DC2-C_IDENTITY_FORM_REVIEW
40,ING-0070,Яблоки,Яблоко,Яблоки,A_REFERENCE,ALIAS_EXISTING,APPLE,HIGH,4,USSR82-314 | USSR82-318 | USSR82-319 | USSR82-95,11,2500.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:1750341@2026-04-30:Foundation,1750341.0,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
41,ING-0071,Яйцо куриное,Яйцо куриное,Яйца | Яйцо | Яйцо куриное,A_REFERENCE,ALIAS_EXISTING,EGG,HIGH,24,USSR82-101 | USSR82-184 | USSR82-282 | USSR82-288 | USSR82-322 | USSR82-364 | USSR82-365 | USSR82-374 | USSR82-380 | USSR82-418 | USSR82-451 | USSR82-453 | USSR82-459 | USSR82-460 | USSR82-461 | USSR82-462 | USSR82-463 | USSR82-464 | USSR82-467 | USSR82-469 | USSR82-470 | USSR82-492 | USSR82-499 | USSR82-720,44,2930.0,1,USSR82-453,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:748967@2026-04-30:Foundation,748967.0,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
42,ING-0073,Салат листовой,Салат листовой,Салат | Салат листовой,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,4,USSR82-101 | USSR82-283 | USSR82-284 | USSR82-312,6,145.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-A_HIGH_IMPACT
43,ING-0074,Майонез,Майонез,Майонез,B_COMPATIBLE_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,1,USSR82-101,1,40.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
44,ING-0076,"Fat, chicken",Внутренний жир,Внутренний жир,C_PROXY,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-732,1,2.0,0,,V22_5_V22_13_LABEL_DIFFERENCE_REVIEW_REQUIRED,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_IDENTITY_SEMANTICS_BEFORE_AUTHORITY,RESOLVE_IDENTITY_SEMANTICS_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_IDENTITY_REVIEW,NO,DC2-C_IDENTITY_FORM_REVIEW
45,ING-0077,Репа,Репа,Репа,A_REFERENCE,EXACT_EXISTING,TURNIP,HIGH,4,USSR82-261 | USSR82-283 | USSR82-284 | USSR82-287,7,150.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:2747674@2026-04-30:Foundation,2747674.0,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
46,ING-0078,Петрушка зелень,Петрушка зелень,Петрушка (зелень),A_REFERENCE,ALIAS_EXISTING,PARSLEY,HIGH,1,USSR82-296,3,12.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:170416@2018-04:SR Legacy,170416.0,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
47,ING-0079,Изюм,Изюм,Изюм,B_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,2,USSR82-317 | USSR82-351,4,400.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
48,ING-0083,"Egg, whole, raw, frozen, pasteurized",Меланж,Меланж,C_PROXY,NEW_FOOD_CANDIDATE,,MEDIUM,2,USSR82-469 | USSR82-470,5,520.0,0,,V22_5_V22_13_LABEL_DIFFERENCE_REVIEW_REQUIRED,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_IDENTITY_SEMANTICS_BEFORE_AUTHORITY,RESOLVE_IDENTITY_SEMANTICS_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_IDENTITY_REVIEW,NO,DC2-C_IDENTITY_FORM_REVIEW
49,ING-0093,Грибы белые свежие,Грибы белые свежие,Грибы белые свежие,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-324,3,190.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
50,ING-0097,"Leavening agents, yeast, baker's, compressed",Дрожжи прессованные,Дрожжи прессованные,B_REFERENCE,NEW_FOOD_CANDIDATE,,HIGH,1,USSR82-1081,1,3.0,0,,V22_5_V22_13_LABEL_DIFFERENCE_REVIEW_REQUIRED,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_IDENTITY_SEMANTICS_BEFORE_AUTHORITY,RESOLVE_IDENTITY_SEMANTICS_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_IDENTITY_REVIEW,NO,DC2-C_IDENTITY_FORM_REVIEW
51,ING-0104,Кислота лимонная,Кислота лимонная,Кислота лимонная,B_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-317,17,17.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
52,ING-0107,Грибы белые сушеные,Грибы белые сушеные,Грибы белые сушеные,B_PARTIAL_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,1,USSR82-324,3,48.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
53,ING-0112,Свинокопчености,Свинокопчености,Корейка копченая без шкуры и костей,C_PROXY,FORM_SPLIT_CANDIDATE,,MEDIUM,1,USSR82-265,1,60.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
54,ING-0113,Баранина котлетная,Баранина котлетная,Баранина,C_PROXY,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-184,1,1140.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_PROXY_IDENTITY_BEFORE_AUTHORITY,RESOLVE_PROXY_IDENTITY_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_IDENTITY_REVIEW,NO,DC2-C_IDENTITY_FORM_REVIEW
55,ING-0116,Щавель,Щавель,Щавель,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-312,3,240.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
56,ING-0117,Шпинат,Шпинат,Шпинат,A_REFERENCE,EXACT_EXISTING,SPINACH,HIGH,3,USSR82-283 | USSR82-284 | USSR82-312,6,455.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:1999633@2026-04-30:Foundation,1999633.0,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
57,ING-0119,Лук-порей,Лук-порей,Лук-порей,C_PROXY,NEW_FOOD_CANDIDATE,,MEDIUM,3,USSR82-282 | USSR82-283 | USSR82-287,4,90.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_PROXY_IDENTITY_BEFORE_AUTHORITY,RESOLVE_PROXY_IDENTITY_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_IDENTITY_REVIEW,NO,DC2-C_IDENTITY_FORM_REVIEW
58,ING-0137,Сельдерей (корень),Сельдерей (корень),Сельдерей (корень),C_PROXY,FORM_SPLIT_CANDIDATE,,MEDIUM,4,USSR82-282 | USSR82-283 | USSR82-284 | USSR82-287,7,45.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
59,ING-0142,Шампиньоны свежие,Шампиньоны свежие,Шампиньоны свежие,C_PROXY,ALIAS_EXISTING,MUSHROOM_WHITE,HIGH,1,USSR82-324,3,190.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:1999629@2026-04-30:Foundation,1999629.0,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
60,ING-0144,Фасоль овощная (лопатка),Фасоль овощная (лопатка),Фасоль овощная (лопатка) | Фасоль овощная (лопатка) свежая,C_PROXY,ALIAS_EXISTING,GREEN_BEANS,HIGH,2,USSR82-261 | USSR82-284,3,180.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:2346400@2026-04-30:Foundation,2346400.0,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
61,ING-0145,Тыква,Тыква,Тыква,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,4,USSR82-260 | USSR82-328 | USSR82-340 | USSR82-412,12,2157.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-A_HIGH_IMPACT
62,ING-0162,Крупа овсяная,Крупа овсяная,Крупа овсяная,A_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,1,USSR82-414,2,99.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
63,ING-0163,Крупа пшеничная,Крупа пшеничная,Крупа пшеничная,B_MULTI_SOURCE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,3,USSR82-412 | USSR82-413 | USSR82-414,7,368.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
64,ING-0175,Судак,Судак,Судак,B_PARTIAL_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-296,3,376.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
65,ING-0180,Брюква,Брюква,Брюква,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,2,USSR82-283 | USSR82-284,5,105.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
66,ING-0190,Капуста савойская,Капуста савойская,Капуста савойская,A_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,1,USSR82-287,2,100.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
67,ING-0191,Капуста брюссельская,Капуста брюссельская,Капуста брюссельская,C_PROXY,FORM_SPLIT_CANDIDATE,,MEDIUM,2,USSR82-286 | USSR82-365,4,1047.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
68,ING-0192,Горох овощной (лопатка),Горох овощной (лопатка),Горох овощной (лопатка),A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-284,2,80.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
69,ING-0195,Налим,Налим,Налим,B_MULTI_SOURCE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-296,3,366.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
70,ING-0197,Хлебный квас,Хлебный квас,Квас хлебный,B_MULTI_SOURCE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-312,3,2100.0,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
